389	127
576	-29
550	-169
421	-61
624	223
626	50
480	124
400	-141
602	66
470	40
520	-75
463	-79
624	-38
540	-64
508	25
433	-212
385	-41
501	195
504	0
447	9
522	44
553	-55
552	-36
399	-172
433	-138
462	126
599	65
493	-161
431	-35
495	-153
529	-26
395	-146
634	-17
665	-65
379	-39
495	73
628	30
590	26
524	50
535	-238
529	47
375	145
706	136
561	-22
379	-43
505	-30
578	-22
400	8
567	-45
417	-176
455	67
570	74
470	-53
425	-111
600	35
621	-120
491	-23
569	93
535	-26
629	-31
805	-147
577	17
495	-60
486	97
648	-142
499	86
429	107
570	-39
460	118
607	-21
552	24
525	-129
585	70
587	-146
416	118
529	44
554	106
435	46
613	105
433	-5
633	-154
528	20
414	133
495	-9
465	-46
521	40
573	-9
487	98
292	146
518	198
522	17
475	-111
567	-30
580	11
434	-115
375	-130
421	-211
501	45
590	151
571	62
-154	509
-259	364
-77	376
-473	485
-339	572
-319	496
-212	517
-467	683
-104	578
-235	431
-396	455
-188	264
-341	550
-227	634
-431	245
-292	401
-178	683
-493	419
-114	397
-258	431
-183	482
-275	452
-352	288
-288	355
-336	395
-335	271
-199	416
-198	233
-200	503
-233	425
-163	503
-321	483
-265	437
-315	459
-233	416
-255	442
-131	414
-143	658
-314	331
-257	528
-177	409
-175	343
-412	478
-519	478
-317	386
-23	430
-447	605
-214	562
-197	346
-487	500
-210	453
-428	442
-207	626
-281	384
-246	351
-332	651
-168	515
-243	396
-130	433
-183	413
-255	470
-283	430
-213	393
-205	569
-168	416
-238	463
-341	530
-260	518
-21	569
-128	456
-296	440
-189	354
-144	540
-246	378
-368	455
-330	585
-201	472
-216	372
-74	580
-282	227
-276	275
-387	500
-483	460
-265	431
-318	521
-341	446
-62	418
-323	401
-161	552
-327	169
-183	355
-472	368
-343	488
-333	388
-309	428
-385	524
-177	464
-271	544
-343	577
-74	496
-486	-390
-193	-300
-98	-128
-385	-467
-269	-668
-357	-428
-54	-450
-267	-291
-175	-485
-210	-491
-188	-535
-222	-450
-69	-461
-191	-465
-415	-465
-204	-470
-367	-385
-243	-490
-367	-605
-181	-500
-245	-487
-242	-333
-370	-544
-246	-53
-85	-464
-185	-372
-104	-235
-155	-650
-3	-281
-288	-554
-259	-360
-288	-379
-361	-308
-265	-397
-268	-538
-106	-566
-134	-329
-179	-524
-450	-466
-73	-318
-338	-555
-280	-464
-215	-503
-263	-382
-187	-443
-331	-311
-100	-369
-199	-347
-209	-498
-325	-420
-162	-357
-305	-451
-290	-372
-441	-717
-214	-640
-298	-339
-265	-430
-354	-410
-400	-304
-246	-440
-251	-620
-446	-431
-392	-576
-191	-673
-231	-382
-337	-343
-348	-205
-149	-465
-228	-505
-221	-407
-272	-560
-300	-560
-238	-417
-182	-449
-174	-601
-107	-549
-263	-277
-197	-176
-333	-637
-304	-382
-3	-357
-388	-313
-273	-526
-267	-530
-189	-406
-230	-474
-434	-529
-371	-423
-287	-550
-207	-437
-169	-387
-135	-408
-293	-294
42	-245
-379	-320
-150	-627
-413	-528
-139	-280
-227	-260
-280	-333
